emp_no,first_name,last_name,to_date
420404,Oksana,Lovengreen,"(420404,d009,1994-08-16,9999-01-01)"
420420,Mayuko,Bressoud,"(420420,d004,1993-09-07,9999-01-01)"
420423,Niclas,Guerreiro,"(420423,d005,1999-08-10,9999-01-01)"
420428,Behnaam,Francisci,"(420428,d008,1998-12-08,9999-01-01)"
420446,Giordano,Emden,"(420446,d003,1985-11-19,9999-01-01)"
420492,Arie,Versino,"(420492,d005,1994-05-30,9999-01-01)"
420493,Yuriy,Albarhamtoshy,"(420493,d004,1997-02-03,9999-01-01)"
420498,Moti,Sullins,"(420498,d004,1987-04-12,9999-01-01)"
420499,Alenka,Picaronny,"(420499,d007,1986-11-20,9999-01-01)"
420509,Dzung,Mahmud,"(420509,d007,1990-09-01,9999-01-01)"
420520,Shan,Antonisse,"(420520,d005,1987-04-20,9999-01-01)"
420522,Tua,Kadhim,"(420522,d005,2000-01-11,9999-01-01)"
420528,Geraldo,Driscoll,"(420528,d004,1996-09-11,9999-01-01)"
420532,Zdislav,Buchter,"(420532,d004,1997-05-13,9999-01-01)"
420547,Danae,Ashish,"(420547,d008,1986-12-30,9999-01-01)"
420552,Shahab,Zeidenstein,"(420552,d003,1988-02-17,9999-01-01)"
420562,Anoosh,Danner,"(420562,d007,1990-12-12,9999-01-01)"
420567,Masali,Kambil,"(420567,d004,1990-05-01,9999-01-01)"
420578,Francoise,Kalsbeek,"(420578,d004,1987-11-04,9999-01-01)"
420596,Tianruo,Gadepally,"(420596,d009,1995-04-13,9999-01-01)"
420597,Ferdinand,Bamford,"(420597,d004,1994-09-29,9999-01-01)"
420617,Xiahua,Gilg,"(420617,d001,1992-08-10,9999-01-01)"
420621,Stella,Erni,"(420621,d005,1987-01-10,9999-01-01)"
420622,Susanna,Katzenelson,"(420622,d007,1986-06-07,9999-01-01)"
420647,Shooichi,Ranum,"(420647,d005,1988-10-28,9999-01-01)"
420649,Vitali,Gyorkos,"(420649,d005,1998-06-30,9999-01-01)"
420661,Bowen,Speckmann,"(420661,d002,1987-09-11,9999-01-01)"
420669,Alenka,Nollmann,"(420669,d005,1985-08-17,9999-01-01)"
420679,Rosalyn,Ghandeharizadeh,"(420679,d009,1987-11-08,9999-01-01)"
420682,Yurij,Krohn,"(420682,d005,1989-02-11,9999-01-01)"
420684,Stein,Percebois,"(420684,d007,1985-04-17,9999-01-01)"
420710,Zhiwei,Sifakis,"(420710,d005,1989-12-07,9999-01-01)"
420712,Josyula,Plump,"(420712,d005,1990-01-14,9999-01-01)"
420716,Masasuke,Middleton,"(420716,d004,2001-04-19,9999-01-01)"
420747,Weicheng,Maccarone,"(420747,d004,1998-08-09,9999-01-01)"
420768,Mary,Cyne,"(420768,d004,1997-12-23,9999-01-01)"
420770,Candido,Pietrzykowski,"(420770,d008,1997-01-28,9999-01-01)"
420798,Berthier,Ebeling,"(420798,d004,1988-07-12,9999-01-01)"
420801,Khosrow,Speek,"(420801,d001,1999-02-24,9999-01-01)"
420809,Sverrir,Buchter,"(420809,d005,1999-10-24,9999-01-01)"
420816,Vitali,Benner,"(420816,d005,1994-11-27,9999-01-01)"
420819,Dipayan,Zambonelli,"(420819,d006,1993-12-27,9999-01-01)"
420822,Becky,Whitcomb,"(420822,d005,1987-08-31,9999-01-01)"
420829,Heekeun,Klassen,"(420829,d004,1988-08-21,9999-01-01)"
420838,Elvia,Schaar,"(420838,d008,1987-02-26,9999-01-01)"
420839,Randi,Levergood,"(420839,d001,1986-01-12,9999-01-01)"
420853,Murthy,Bojadziev,"(420853,d005,1986-03-25,9999-01-01)"
420874,Jinya,Hiyoshi,"(420874,d007,1993-02-12,9999-01-01)"
420899,Ortrud,Kitsuregawa,"(420899,d001,1999-09-01,9999-01-01)"
420902,Yishai,Hutton,"(420902,d003,1986-03-07,9999-01-01)"
420909,Heeju,Plump,"(420909,d004,1986-04-12,9999-01-01)"
420913,Poornachandra,Tibblin,"(420913,d009,1994-11-13,9999-01-01)"
420916,Kwangho,Gischer,"(420916,d004,1992-01-30,9999-01-01)"
420922,Peer,Schwartzburd,"(420922,d007,1988-10-19,9999-01-01)"
420933,Gila,Kroon,"(420933,d005,1987-12-03,9999-01-01)"
420944,Francesca,Rajala,"(420944,d004,1996-10-17,9999-01-01)"
420950,Bouchung,Feldhoffer,"(420950,d004,1989-11-01,9999-01-01)"
420951,Moriyoshi,Ventosa,"(420951,d007,1987-01-16,9999-01-01)"
420960,Ebbe,Chenoweth,"(420960,d005,1988-10-14,9999-01-01)"
420963,Leaf,Schnabel,"(420963,d009,1997-07-30,9999-01-01)"
420982,Serge,Laurillard,"(420982,d006,1986-12-05,9999-01-01)"
420988,Chuanyi,Itzigehl,"(420988,d004,1996-10-01,9999-01-01)"
420997,Maik,Gill,"(420997,d005,1985-07-30,9999-01-01)"
421011,Masamitsu,Thorelli,"(421011,d001,2000-02-02,9999-01-01)"
421024,Shuky,Strehl,"(421024,d006,1994-02-28,9999-01-01)"
421032,Aemilian,Trachtenberg,"(421032,d004,2002-07-01,9999-01-01)"
421040,Chuanyi,Moehrke,"(421040,d005,1988-06-30,9999-01-01)"
421043,Vidya,Piveteau,"(421043,d005,1987-05-08,9999-01-01)"
421046,Olivera,Swiss,"(421046,d008,1994-06-27,9999-01-01)"
421050,Zita,Olivero,"(421050,d005,1986-01-25,9999-01-01)"
421051,Sachem,Wendorf,"(421051,d005,1987-03-11,9999-01-01)"
421076,Clyde,Gecseg,"(421076,d005,1987-09-26,9999-01-01)"
421089,Jouni,Peternell,"(421089,d005,1985-11-03,9999-01-01)"
421095,Arto,Baca,"(421095,d004,1988-12-17,9999-01-01)"
421108,Krister,Gulla,"(421108,d007,1989-05-30,9999-01-01)"
421111,Ziva,Benzmuller,"(421111,d007,1994-11-15,9999-01-01)"
421118,Jessie,Quaggetto,"(421118,d004,1988-05-16,9999-01-01)"
421119,Arto,Moffat,"(421119,d009,1986-02-02,9999-01-01)"
421122,Danny,Schnelling,"(421122,d007,1999-12-02,9999-01-01)"
421128,Faiza,Polupanov,"(421128,d009,1990-10-05,9999-01-01)"
421133,Francesca,Brizzi,"(421133,d005,1999-03-12,9999-01-01)"
421162,Krister,Cherinka,"(421162,d004,1986-05-06,9999-01-01)"
421167,Karoline,Talmon,"(421167,d004,1995-02-10,9999-01-01)"
421172,Heejo,Danley,"(421172,d007,1992-09-25,9999-01-01)"
421180,Pranay,Lindenbaum,"(421180,d003,1997-07-26,9999-01-01)"
421189,Hideyuki,Heering,"(421189,d004,1987-02-16,9999-01-01)"
421199,Irene,Laurillard,"(421199,d005,1986-01-18,9999-01-01)"
421205,Kensyu,Scallan,"(421205,d004,1985-04-24,9999-01-01)"
421222,Atreyi,Cappello,"(421222,d001,1999-08-20,9999-01-01)"
421228,Kirk,Verhaegen,"(421228,d005,1989-01-12,9999-01-01)"
421243,Renny,Neimat,"(421243,d001,1985-11-27,9999-01-01)"
421244,Ortrun,Ladret,"(421244,d007,1987-01-18,9999-01-01)"
421249,Francesca,Raoux,"(421249,d004,2001-09-20,9999-01-01)"
421251,Fumitaka,Assaf,"(421251,d007,1987-06-29,9999-01-01)"
421275,Gaurav,Bressoud,"(421275,d003,1986-07-25,9999-01-01)"
421289,Remko,Cronan,"(421289,d009,1986-02-06,9999-01-01)"
421296,Guttorm,Krogh,"(421296,d006,1998-03-01,9999-01-01)"
421300,Arumugam,Chimia,"(421300,d005,1986-12-10,9999-01-01)"
421301,Xiaocheng,Quadeer,"(421301,d002,1987-07-17,9999-01-01)"
421304,Kwee,Acton,"(421304,d005,1992-12-10,9999-01-01)"
421318,Filipp,Serna,"(421318,d004,1986-10-14,9999-01-01)"
421319,Ranga,Maccarone,"(421319,d007,1988-05-01,9999-01-01)"
421324,Boaz,Heuter,"(421324,d004,2002-01-01,9999-01-01)"
421326,Val,Covnot,"(421326,d006,1985-06-11,9999-01-01)"
421337,Mabo,Kavraki,"(421337,d001,1996-12-22,9999-01-01)"
421345,Salvador,Hartvigsen,"(421345,d004,1985-06-05,9999-01-01)"
421347,Erzsebet,Bahk,"(421347,d005,1998-06-19,9999-01-01)"
421358,KayLiang,Litecky,"(421358,d005,1985-03-17,9999-01-01)"
421364,Huican,Ramalingam,"(421364,d007,1985-03-17,9999-01-01)"
421372,Guoxiang,Trachtenberg,"(421372,d003,1996-11-14,9999-01-01)"
421376,Weijing,Ranon,"(421376,d007,1994-08-16,9999-01-01)"
421388,Elzbieta,Bernatsky,"(421388,d007,1997-05-21,9999-01-01)"
421392,Seongbin,Bazzichi,"(421392,d008,1997-05-22,9999-01-01)"
421395,Edwin,Wissmann,"(421395,d003,1999-03-22,9999-01-01)"
421401,Jaewon,Litzler,"(421401,d009,2002-05-14,9999-01-01)"
421404,Tooru,Dalton,"(421404,d008,1994-07-21,9999-01-01)"
421410,Xiaoshan,Schiper,"(421410,d005,1994-03-24,9999-01-01)"
421435,Tze,Tibblin,"(421435,d004,1986-07-26,9999-01-01)"
421455,Trygve,Feldmann,"(421455,d005,1989-02-02,9999-01-01)"
421461,Francoise,Veeraraghavan,"(421461,d004,1991-08-14,9999-01-01)"
421465,Yongqiao,Pouyioutas,"(421465,d005,1988-05-21,9999-01-01)"
421469,Seongbae,Oxenboll,"(421469,d005,1986-10-12,9999-01-01)"
421484,Poornachandra,Masaki,"(421484,d005,1986-07-24,9999-01-01)"
421490,Zsolt,Heering,"(421490,d005,1985-12-13,9999-01-01)"
421499,Billie,Danecki,"(421499,d004,1993-06-24,9999-01-01)"
421520,Lene,Sabnani,"(421520,d009,1996-01-12,9999-01-01)"
421526,Syozo,Christianini,"(421526,d005,1987-10-11,9999-01-01)"
421528,Bernardo,Smeets,"(421528,d004,1986-09-11,9999-01-01)"
421536,Sumali,Prochazka,"(421536,d004,1988-08-28,9999-01-01)"
421540,Annemarie,Ranon,"(421540,d007,1988-09-19,9999-01-01)"
421543,Volkmar,Haddadi,"(421543,d002,1989-11-25,9999-01-01)"
421546,Barun,Flanders,"(421546,d005,1990-09-17,9999-01-01)"
421549,Arvin,Remmers,"(421549,d005,1988-09-12,9999-01-01)"
421554,Fei,Asser,"(421554,d004,1986-04-07,9999-01-01)"
421570,Shuji,Taubenfeld,"(421570,d007,1991-07-17,9999-01-01)"
421575,JoAnne,Farrag,"(421575,d005,1987-11-05,9999-01-01)"
421654,Claude,Ciolek,"(421654,d007,1988-07-09,9999-01-01)"
421656,Shaleah,Morton,"(421656,d004,1990-07-27,9999-01-01)"
421697,Marko,Iwayama,"(421697,d007,2002-04-26,9999-01-01)"
421698,Flemming,Billawala,"(421698,d007,1990-11-17,9999-01-01)"
421712,Marla,Grandbois,"(421712,d005,1991-01-05,9999-01-01)"
421720,Thodoros,Erde,"(421720,d009,1998-12-05,9999-01-01)"
421723,Ymte,Olano,"(421723,d009,1988-11-09,9999-01-01)"
421730,Vishwani,Feldhoffer,"(421730,d005,1996-07-25,9999-01-01)"
421739,Shahar,Bisiani,"(421739,d006,1998-12-27,9999-01-01)"
421740,Shin,Jarecki,"(421740,d005,1986-08-01,9999-01-01)"
421749,Dietrich,Calkin,"(421749,d005,1998-11-02,9999-01-01)"
421754,Pasqua,Matzen,"(421754,d009,1985-04-01,9999-01-01)"
421775,Gretta,Baak,"(421775,d007,2002-01-09,9999-01-01)"
421787,Yifei,Lunn,"(421787,d005,1987-11-29,9999-01-01)"
421792,Bernt,Maliniak,"(421792,d003,1987-05-17,9999-01-01)"
421796,Yakkov,Apsitis,"(421796,d007,1992-03-26,9999-01-01)"
421801,Jeanna,McConalogue,"(421801,d002,1987-05-23,9999-01-01)"
421822,Mario,Rodham,"(421822,d005,1993-08-22,9999-01-01)"
421832,Leszek,Brizzi,"(421832,d004,1993-11-03,9999-01-01)"
421836,Phuoc,Eugenio,"(421836,d008,1986-09-29,9999-01-01)"
421839,Rosli,Bennet,"(421839,d008,1985-04-21,9999-01-01)"
421846,Gunilla,Einsfeld,"(421846,d005,1986-03-21,9999-01-01)"
421849,Zhenhua,Pileggi,"(421849,d005,1990-05-17,9999-01-01)"
421856,Mona,Suomi,"(421856,d005,1986-07-25,9999-01-01)"
421860,Masali,Cyre,"(421860,d004,1986-06-05,9999-01-01)"
421871,Mohua,Chachaty,"(421871,d004,1986-09-08,9999-01-01)"
421876,Tzu,Rijckaert,"(421876,d008,1985-04-03,9999-01-01)"
421886,Holgard,Gelosh,"(421886,d005,1988-07-02,9999-01-01)"
421896,Serif,Chinin,"(421896,d006,1996-10-14,9999-01-01)"
421902,Ingmar,Francisci,"(421902,d004,1989-09-16,9999-01-01)"
421930,Chiradeep,Mateescu,"(421930,d007,1986-05-05,9999-01-01)"
421940,Marek,Covnot,"(421940,d002,1991-05-07,9999-01-01)"
421946,Mohamadou,Sambasivam,"(421946,d002,1988-04-25,9999-01-01)"
421948,Marl,Chorvat,"(421948,d007,1992-04-22,9999-01-01)"
421954,Leandro,Reeker,"(421954,d009,1998-10-10,9999-01-01)"
421956,Kotesh,Hedayat,"(421956,d007,1990-03-07,9999-01-01)"
421963,Shir,Setia,"(421963,d009,1994-12-27,9999-01-01)"
421975,Hyuckchul,Eastman,"(421975,d007,1992-04-21,9999-01-01)"
421986,Gritta,Furudate,"(421986,d007,1988-02-19,9999-01-01)"
421994,Lubomir,Cyre,"(421994,d004,1986-07-26,9999-01-01)"
421999,Mark,Perng,"(421999,d005,1986-03-07,9999-01-01)"
422001,Georgy,Nitsche,"(422001,d004,1987-01-02,9999-01-01)"
422009,LiMin,Vieth,"(422009,d009,1999-10-24,9999-01-01)"
422033,Basim,Butterworth,"(422033,d002,1988-10-31,9999-01-01)"
422042,Domenick,Roisin,"(422042,d005,1987-04-29,9999-01-01)"
422046,Kyoichi,Parfitt,"(422046,d004,1994-11-16,9999-01-01)"
422049,Vesna,Oberman,"(422049,d002,1987-09-12,9999-01-01)"
422056,Wonhee,Murrill,"(422056,d005,1987-01-22,9999-01-01)"
422057,Mahmut,Shiratori,"(422057,d007,1986-07-06,9999-01-01)"
422058,Xiping,Selenyi,"(422058,d002,1988-07-10,9999-01-01)"
422066,Aleksander,Berendt,"(422066,d005,1993-01-10,9999-01-01)"
422078,Yuichiro,Ratnaker,"(422078,d008,1996-09-22,9999-01-01)"
422083,Fusako,Kowalchuk,"(422083,d007,1985-02-20,9999-01-01)"
422084,Guenter,Ranai,"(422084,d007,1988-12-15,9999-01-01)"
422100,Kotesh,Aingworth,"(422100,d005,1987-07-07,9999-01-01)"
422105,Yongdong,Zykh,"(422105,d007,1996-10-18,9999-01-01)"
422124,Leandro,Birch,"(422124,d004,1988-02-11,9999-01-01)"
422131,Adin,Kleiser,"(422131,d006,1999-04-19,9999-01-01)"
422133,Collette,Brattka,"(422133,d009,1985-03-12,9999-01-01)"
422150,Felicidad,Lundstrom,"(422150,d006,1990-12-28,9999-01-01)"
422156,Chikara,Cardazo,"(422156,d007,1996-09-05,9999-01-01)"
422161,Malu,Riefers,"(422161,d007,1987-08-03,9999-01-01)"
422180,Dekang,Christ,"(422180,d005,1988-02-18,9999-01-01)"
422184,Changho,Vesel,"(422184,d004,1994-05-23,9999-01-01)"
422205,Mandell,Kamber,"(422205,d006,1989-10-13,9999-01-01)"
422208,Shietung,Constantine,"(422208,d006,1996-09-26,9999-01-01)"
422216,Toshimitsu,Felcyn,"(422216,d005,1986-11-15,9999-01-01)"
422223,Zine,Madeira,"(422223,d005,1987-06-14,9999-01-01)"
422227,Francoise,Brizzi,"(422227,d005,1986-10-26,9999-01-01)"
422229,Subbu,Kawashima,"(422229,d005,1987-02-02,9999-01-01)"
422233,Aemilian,Koshino,"(422233,d003,1989-08-15,9999-01-01)"
422238,Masoud,Kaltofen,"(422238,d004,1985-05-21,9999-01-01)"
422241,Roselyn,Ponthieu,"(422241,d005,1985-11-24,9999-01-01)"
422244,Leon,Zeilberger,"(422244,d001,1999-07-31,9999-01-01)"
422245,Utz,Ginneken,"(422245,d008,1992-04-26,9999-01-01)"
422246,Francesca,Kusakari,"(422246,d007,1985-05-04,9999-01-01)"
422296,Kazuhide,Birch,"(422296,d004,1993-06-19,9999-01-01)"
422304,Manton,Warwick,"(422304,d005,1985-10-28,9999-01-01)"
422323,Kauko,Luca,"(422323,d005,1987-10-09,9999-01-01)"
422338,Sachem,Rindone,"(422338,d002,1988-09-20,9999-01-01)"
422340,Halsur,Lorcy,"(422340,d006,1986-03-01,9999-01-01)"
422342,Mario,Schahn,"(422342,d004,1999-11-20,9999-01-01)"
422349,Mani,Straney,"(422349,d007,1985-08-20,9999-01-01)"
422357,Parto,Berztiss,"(422357,d006,2001-10-13,9999-01-01)"
422363,Tetsurou,Pramanik,"(422363,d007,1988-02-16,9999-01-01)"
422379,Yongmin,Kabayashi,"(422379,d006,1988-09-04,9999-01-01)"
422380,Mamdouh,Kawashimo,"(422380,d005,1991-03-28,9999-01-01)"
422381,Aran,Merkl,"(422381,d002,1988-12-08,9999-01-01)"
422388,Atilio,Godskesen,"(422388,d004,1987-01-25,9999-01-01)"
422389,Ramachenga,Suwa,"(422389,d005,1988-12-10,9999-01-01)"
422390,Jiann,Gist,"(422390,d005,1996-03-16,9999-01-01)"
422393,Ramya,Schapire,"(422393,d005,1992-04-20,9999-01-01)"
422402,Shugo,Wiegley,"(422402,d003,1985-07-12,9999-01-01)"
422447,Falguni,Peres,"(422447,d004,1985-04-06,9999-01-01)"
422454,Nechama,McAlpine,"(422454,d002,1986-10-01,9999-01-01)"
422461,Ebbe,Beetstra,"(422461,d005,1986-03-05,9999-01-01)"
422463,Kellyn,Benzaken,"(422463,d009,1989-02-17,9999-01-01)"
422470,Arvin,Androutsos,"(422470,d007,1987-05-02,9999-01-01)"
422481,Irene,Fujisaki,"(422481,d006,1995-07-29,9999-01-01)"
422506,Patricio,Lambe,"(422506,d007,1988-09-23,9999-01-01)"
422511,Zijian,Zaumen,"(422511,d003,2001-04-07,9999-01-01)"
422514,Dharmaraja,Mitzlaff,"(422514,d001,1985-12-28,9999-01-01)"
422537,Khue,Denis,"(422537,d005,1987-02-21,9999-01-01)"
422542,Bojan,Steenbeek,"(422542,d007,1988-08-04,9999-01-01)"
422558,Aris,Negoita,"(422558,d007,1985-11-16,9999-01-01)"
422566,Adly,Erva,"(422566,d009,2001-11-03,9999-01-01)"
422573,Jianhao,Anily,"(422573,d005,1992-05-12,9999-01-01)"
422577,Vasilis,Henseler,"(422577,d005,1997-04-15,9999-01-01)"
422587,Mohit,Speek,"(422587,d005,1993-02-13,9999-01-01)"
422588,Abdelghani,Gimarc,"(422588,d004,1988-10-25,9999-01-01)"
422614,Anneke,Wuwongse,"(422614,d006,1994-05-05,9999-01-01)"
422619,Aron,Bottner,"(422619,d002,1990-07-04,9999-01-01)"
422631,Richara,Lorin,"(422631,d007,1988-01-13,9999-01-01)"
422636,Bouchung,Schreiter,"(422636,d009,1987-07-05,9999-01-01)"
422638,Susanta,Schwaller,"(422638,d004,1988-03-30,9999-01-01)"
422639,Pascal,Munawer,"(422639,d003,1985-03-02,9999-01-01)"
422641,Padma,Hasham,"(422641,d007,1986-05-25,9999-01-01)"
422646,Alexius,Peltason,"(422646,d005,1992-01-07,9999-01-01)"
422665,Arunachalam,Edelhoff,"(422665,d007,1988-10-06,9999-01-01)"
422671,Ronghao,Basagni,"(422671,d004,1998-08-11,9999-01-01)"
422673,Xiong,Miculan,"(422673,d003,1996-09-20,9999-01-01)"
422676,Udaiprakash,Wissmann,"(422676,d004,1993-11-27,9999-01-01)"
422677,Arra,Staylopatis,"(422677,d004,1986-11-29,9999-01-01)"
422685,Reinhard,Oxman,"(422685,d004,1996-05-08,9999-01-01)"
422696,Debatosh,Botman,"(422696,d002,1986-03-18,9999-01-01)"
422736,Clyde,Bugaenko,"(422736,d001,1989-03-24,9999-01-01)"
422744,Francoise,Panwar,"(422744,d005,1995-09-16,9999-01-01)"
422769,Amstein,Ginneken,"(422769,d004,1992-12-23,9999-01-01)"
422775,Moto,Emmart,"(422775,d005,1985-05-24,9999-01-01)"
422782,JiYoung,Czaja,"(422782,d007,1997-05-10,9999-01-01)"
422784,Gererd,Breugel,"(422784,d004,1986-11-05,9999-01-01)"
422812,Akeno,Pashtan,"(422812,d007,1986-12-03,9999-01-01)"
422851,Basant,Muhlberg,"(422851,d005,1987-08-23,9999-01-01)"
422872,Morrie,Chappelet,"(422872,d008,1991-09-17,9999-01-01)"
422877,Haldun,Speel,"(422877,d003,1986-07-13,9999-01-01)"
422879,Torsten,Merle,"(422879,d002,1994-09-15,9999-01-01)"
422896,Kristin,Kulisch,"(422896,d001,1995-06-25,9999-01-01)"
422906,Susumu,Denny,"(422906,d008,1997-01-04,9999-01-01)"
422926,Bernardo,Ouhyoung,"(422926,d004,1987-12-22,9999-01-01)"
422938,Shuho,Taneja,"(422938,d007,1985-03-28,9999-01-01)"
422949,Vishv,Stentiford,"(422949,d009,1993-11-03,9999-01-01)"
422950,Sampalli,Uhrik,"(422950,d002,1988-10-15,9999-01-01)"
422960,Naftaly,Baezner,"(422960,d004,1985-06-29,9999-01-01)"
422979,Kiyokazu,Shihab,"(422979,d007,1990-04-15,9999-01-01)"
422995,Gro,Pezzoli,"(422995,d008,1988-10-30,9999-01-01)"
423004,Stepehn,Saoudi,"(423004,d006,1987-12-04,9999-01-01)"
423005,Chenyi,Furedi,"(423005,d007,1988-10-21,9999-01-01)"
423007,DAIDA,Przulj,"(423007,d008,2000-11-10,9999-01-01)"
423010,Rasikan,Aumann,"(423010,d002,1991-01-23,9999-01-01)"
423024,Khosrow,Usdin,"(423024,d003,1988-02-17,9999-01-01)"
423032,Yolla,Katiyar,"(423032,d007,1989-11-26,9999-01-01)"
423050,Jianwen,Schueller,"(423050,d009,1986-07-26,9999-01-01)"
423093,Dannz,Kadhim,"(423093,d007,1994-04-25,9999-01-01)"
423102,Shir,Heyers,"(423102,d008,1996-07-06,9999-01-01)"
423104,Annemarie,McConalogue,"(423104,d008,1990-03-02,9999-01-01)"
423126,Valeri,Scallan,"(423126,d007,1987-08-23,9999-01-01)"
423135,IEEE,Wegerle,"(423135,d006,2000-04-14,9999-01-01)"
423150,Constantijn,Schonegge,"(423150,d003,1996-12-13,9999-01-01)"
423168,Faiza,Oehlmann,"(423168,d008,1998-10-27,9999-01-01)"
423171,Francesca,Mandell,"(423171,d007,1986-06-02,9999-01-01)"
423191,Kasturi,Siksek,"(423191,d005,1987-06-13,9999-01-01)"
423200,Doohun,Langford,"(423200,d005,1990-01-22,9999-01-01)"
423226,Tadahiro,Szmurlo,"(423226,d007,1988-07-07,9999-01-01)"
423241,Nadjib,Litvinov,"(423241,d005,1987-02-13,9999-01-01)"
423243,Gill,Lammel,"(423243,d007,1999-03-01,9999-01-01)"
423251,Maia,Zolotykh,"(423251,d007,1988-04-08,9999-01-01)"
423272,Khun,Molenaar,"(423272,d004,1990-07-03,9999-01-01)"
423275,Franziska,Jeansoulin,"(423275,d004,1985-11-29,9999-01-01)"
423304,Angel,Willoner,"(423304,d003,1989-02-25,9999-01-01)"
423308,Tsz,Esposito,"(423308,d009,1998-12-31,9999-01-01)"
423311,Chikako,Zeidenstein,"(423311,d004,1985-10-24,9999-01-01)"
423317,Lenore,Warwick,"(423317,d004,1986-02-13,9999-01-01)"
423323,Aiman,Ventosa,"(423323,d008,2000-01-08,9999-01-01)"
423326,Idoia,Cullers,"(423326,d005,1986-06-04,9999-01-01)"
423338,Chuanti,Rosiles,"(423338,d007,1995-01-22,9999-01-01)"
423344,Tse,Brobst,"(423344,d004,1999-02-21,9999-01-01)"
423348,Shaibal,Perng,"(423348,d004,1986-12-15,9999-01-01)"
423349,Huiqun,Kuhnemann,"(423349,d006,1988-12-30,9999-01-01)"
423352,Shigehiro,Isard,"(423352,d002,1988-07-17,9999-01-01)"
423371,Jamaludin,Qiwen,"(423371,d007,1995-01-19,9999-01-01)"
423373,Golgen,Schwartzburd,"(423373,d001,1996-02-28,9999-01-01)"
423388,Hiroyasu,Byoun,"(423388,d007,1995-10-25,9999-01-01)"
423397,Masami,Ghelli,"(423397,d005,1985-08-14,9999-01-01)"
423399,Gina,Falck,"(423399,d009,1986-06-21,9999-01-01)"
423406,Yuuichi,Barbanera,"(423406,d003,1985-09-03,9999-01-01)"
423412,Kwok,Spelt,"(423412,d005,1985-03-17,9999-01-01)"
423418,Guttorm,Brendel,"(423418,d005,1985-03-06,9999-01-01)"
423424,Nobuyoshi,Foong,"(423424,d005,1996-03-11,9999-01-01)"
423434,Uta,Shackell,"(423434,d007,1986-10-15,9999-01-01)"
423443,Chenye,Camarinopoulos,"(423443,d005,1988-11-25,9999-01-01)"
423454,Achilleas,Vandervoorde,"(423454,d005,1991-08-18,9999-01-01)"
423464,Shiv,Rodier,"(423464,d005,1995-05-04,9999-01-01)"
423466,Magy,Zhang,"(423466,d005,1992-12-10,9999-01-01)"
423468,Leandro,Heuser,"(423468,d006,1986-06-22,9999-01-01)"
423477,Martina,Beznosov,"(423477,d006,1989-01-18,9999-01-01)"
423479,Rosine,Hambrick,"(423479,d005,1985-09-05,9999-01-01)"
423484,Geoffrey,Mersereau,"(423484,d007,1988-05-02,9999-01-01)"
423497,Luisa,Driscoll,"(423497,d008,1987-05-31,9999-01-01)"
423526,Adly,Choobineh,"(423526,d005,1991-05-15,9999-01-01)"
423536,Toshimo,Coney,"(423536,d008,1987-03-22,9999-01-01)"
423538,Shuky,Schieder,"(423538,d004,1989-02-23,9999-01-01)"
423543,Oldrich,Acton,"(423543,d005,1991-11-24,9999-01-01)"
423565,Srinidhi,Gurbaxani,"(423565,d004,1993-09-18,9999-01-01)"
423570,Suebskul,Ullian,"(423570,d003,1993-05-28,9999-01-01)"
423579,Gopalakrishnan,Etalle,"(423579,d001,1986-01-11,9999-01-01)"
423592,Chenxi,Azuma,"(423592,d007,1987-09-02,9999-01-01)"
423596,Lokesh,Heystek,"(423596,d007,1988-06-28,9999-01-01)"
423605,Hiroyasu,Tanemo,"(423605,d002,1985-12-20,9999-01-01)"
423607,Deborah,Suwa,"(423607,d005,1994-06-05,9999-01-01)"
423620,Mingdong,Gulla,"(423620,d004,1986-02-06,9999-01-01)"
423625,Marc,Candan,"(423625,d004,1990-02-05,9999-01-01)"
423632,Masoud,Pocchiola,"(423632,d003,1986-05-19,9999-01-01)"
423669,Ung,Lakshmanan,"(423669,d004,2001-12-19,9999-01-01)"
423679,Xiaobin,Azuma,"(423679,d004,1986-03-02,9999-01-01)"
423689,Xudong,Schlumberger,"(423689,d005,1996-10-02,9999-01-01)"
423691,Alain,Hanratty,"(423691,d005,1987-08-13,9999-01-01)"
423693,Randi,Zweizig,"(423693,d009,1986-05-21,9999-01-01)"
423701,Yinlin,Bellone,"(423701,d004,1988-07-09,9999-01-01)"
423702,Parke,Iivonen,"(423702,d007,1988-06-13,9999-01-01)"
423705,Christ,Kaelbling,"(423705,d005,1988-01-26,9999-01-01)"
423720,Barry,Maierhofer,"(423720,d007,1994-11-30,9999-01-01)"
423725,Dines,Belinskaya,"(423725,d002,1986-10-07,9999-01-01)"
423728,Denny,Murtafg,"(423728,d004,1991-07-21,9999-01-01)"
423732,Barry,Delgrange,"(423732,d004,1991-03-02,9999-01-01)"
423734,Huan,Montresor,"(423734,d003,1988-12-17,9999-01-01)"
423738,Mantis,Weiland,"(423738,d005,1985-12-08,9999-01-01)"
423756,Huican,Schlumberger,"(423756,d005,1997-03-13,9999-01-01)"
423757,Katsuyuki,Baezner,"(423757,d004,1986-09-12,9999-01-01)"
423768,Limsoon,Asmuth,"(423768,d004,1987-04-20,9999-01-01)"
423777,Tomofumi,Roccetti,"(423777,d006,1992-08-25,9999-01-01)"
423803,Xuejun,Beilner,"(423803,d005,1992-05-30,9999-01-01)"
423807,Barry,Rikino,"(423807,d007,1995-06-17,9999-01-01)"
